Gene_Symbol	idgTDL_old	idgTDL_new	druggability_tier	cancer_druggability	ab_bucket_num	ab_bucket_name	sm_bucket_num	sm_bucket_name	protac_bucket_num	protac_bucket_name	task_pharos_tclin_vs_others	task_pharos_tclin_tchem_vs_others	task_triage_tier1_vs_others	task_triage_tier12_vs_others	task_cancer_druggability	task_ab_bucket1_vs_others	task_ab_bucket123_vs_others	task_sm_bucket1_vs_others	task_sm_bucket123_vs_others	task_protac_bucket1234_vs_others	task_cancer_type_specific_target_prioritization	task_pan_cancer_target_prioritization	task_T1_targets_only	task_T1_T2_targets	task_T1_T2_T3_targets
SOX17	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SOX18	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	8.0	8_Small Molecule Binder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX2	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
SOX21	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SOX30	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX4	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX5	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX6	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX7	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SOX8	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SOX9	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SP1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP100	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP110	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP140	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP140L	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP4	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP5	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP6	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP7	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP8	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP9	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPA17	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAAR	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA1	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA3	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA4	Tdark	TDARK	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA5B	Tdark	TDARK	Tier 3B	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA6	Tdark	TDARK	-1	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA7	Tdark	TDARK	-1	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA9	Tdark	TDARK	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG11A	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG11B	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG16	Tbio	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG17	Tdark	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG4	Tdark	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG6	Tbio	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG7	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG8	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG9	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAM1	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2-OT1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXB1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXD	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN3	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf	7.0	7_Med-Quality Pocket	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARCL1	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPART	Tbio	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPART-AS1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAST	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA12	Tbio	TBIO	-1	0	9.0	9_Human Protein Atlas loc		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA13	Tbio	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA16	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA17	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA18	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA19	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA20	Tdark	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA21	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA22	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA24	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA25	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2L	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA3	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A1	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A3	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A5	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A6	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A7	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31B1P	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31C1	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31C2	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D1	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D3	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D4	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31E1	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA32	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA33	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA4	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA45	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA46	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA6	Tbio	TBIO	-1	0	6.0	6_UniProt loc med conf		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA6L	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA7	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA9	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATC1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATC1L	Tdark	TBIO	-1	0	9.0	9_Human Protein Atlas loc		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2L	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPC24	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPC25	Tdark	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPCS1	Tdark	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPCS2	Tdark	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPCS3	Tdark	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDEF	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
SPDL1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYA	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYC	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE16	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE2B	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE3	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE4	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE5	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE6	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE7P	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPECC1L	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEF1	Tdark	TDARK	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEF2	Tdark	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEG	Tbio	TBIO	Tier 3B	0		Not_Assigned	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEM1	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEM2	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEN	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPESP1	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG21	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPG7	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPHK1	Tchem	TCHEM	Tier 2	1	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	8.0	8_Small Molecule Binder	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1
SPHK2	Tchem	TCHEM	-1	0		Not_Assigned	2.0	2_Advanced Clinical	7.0	7_Half-life Data	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
SPHKAP	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPI1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
SPIB	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIC	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPICE1	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIDR	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIN1	Tbio	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIN2A	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIN2B	Tdark	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIN3	Tdark	TCHEM	-1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIN4	Tdark	TCHEM	-1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINDOC	Tdark	TDARK	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK1	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK13	Tdark	TDARK	-1	0	6.0	6_UniProt loc med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK14	Tdark	TDARK	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK2	Tdark	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK4	Tdark	TDARK	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK5	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK6	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK7	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK8	Tdark	TDARK	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK9	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINT1	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINT2	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINT3	Tdark	TDARK	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINT4	Tdark	TDARK	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIRE1	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIRE2	Tbio	TBIO	-1	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPN	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
